frame,timestamp,latency_ms,cpu_percent,memory_mb,detections
70315,12.631597623229027,7.632970809936523,36.4,112.02734375,1
70316,12.681597623974085,7.76219367980957,45.5,112.02734375,1
70317,12.731597624719143,6.746768951416016,35.5,112.02734375,1
70318,12.781597625464201,6.742954254150391,36.4,112.02734375,1
70319,12.831597626209259,6.001472473144531,28.1,112.02734375,1
70320,12.881597626954317,7.598400115966797,31.8,112.02734375,1
70321,12.931597627699375,7.672548294067383,35.3,112.02734375,1
70322,12.981597628444433,8.006095886230469,33.3,112.02734375,1
70323,13.031597629189491,6.748437881469727,29.2,112.02734375,1
70324,13.08159762993455,7.634878158569336,29.6,112.02734375,1
70325,13.131597630679607,8.726835250854492,36.0,112.02734375,2
70326,13.181597631424665,8.792400360107422,17.9,112.02734375,1
70327,13.231597632169724,8.635282516479492,29.2,112.02734375,1
70328,13.281597632914782,9.751081466674805,23.6,112.02734375,1
70329,13.33159763365984,9.124040603637695,28.8,112.02734375,1
70330,13.381597634404898,8.792877197265625,38.7,112.02734375,1
70331,13.431597635149956,8.745431900024414,34.5,112.02734375,1
70332,13.481597635895014,8.747577667236328,31.6,112.02734375,2
70333,13.531597636640072,9.760856628417969,8.7,112.02734375,2
70334,13.58159763738513,8.620977401733398,21.9,112.02734375,2
70335,13.631597638130188,7.7362060546875,10.0,112.02734375,1
70336,13.681597638875246,8.749961853027344,28.2,112.02734375,2
70337,13.731597639620304,9.747743606567383,50.0,112.02734375,2
70338,13.781597640365362,8.671760559082031,21.7,112.03125,2
70339,13.83159764111042,8.753061294555664,34.3,112.03125,2
70340,13.881597641855478,8.7432861328125,57.1,112.03125,2
70341,13.931597642600536,7.752180099487305,30.0,112.03125,2
70342,13.981597643345594,6.754875183105469,35.9,112.03125,2
70343,14.031597644090652,9.765863418579102,93.9,112.03125,2
70344,14.08159764483571,8.747339248657227,23.3,112.03125,2
70345,14.131597645580769,7.806301116943359,44.7,112.03125,2
70346,14.181597646325827,8.644342422485352,38.1,112.03125,1
70347,14.231597647070885,8.774518966674805,22.5,112.03125,1
70348,14.281597647815943,8.748054504394531,38.5,112.03125,2
70349,14.331597648561,8.605241775512695,58.5,112.03125,2
70350,14.381597649306059,8.743524551391602,30.2,112.03125,1
70351,14.431597650051117,9.672164916992188,36.4,112.03125,1
70352,14.481597650796175,6.649494171142578,7.1,112.03125,1
70353,14.531597651541233,8.115291595458984,10.7,112.03125,1
70354,14.581597652286291,8.682012557983398,12.9,112.03125,1
70355,14.63159765303135,7.132053375244141,28.3,112.03515625,2
70356,14.681597653776407,7.597446441650391,61.5,112.046875,1
70357,14.731597654521465,9.714365005493164,45.3,112.046875,1
70358,14.781597655266523,8.904695510864258,17.1,112.05078125,2
70359,14.831597656011581,7.750034332275391,23.8,112.05859375,1
70360,14.88159765675664,7.378339767456055,27.8,112.078125,2
70361,14.931597657501698,7.7533721923828125,31.6,112.08203125,2
70362,14.981597658246756,7.745265960693359,26.4,112.08203125,2
70363,15.031597658991814,8.746862411499023,30.3,112.08203125,2
70364,15.081597659736872,8.755683898925781,28.9,112.08203125,2
70365,15.13159766048193,7.515430450439453,39.1,112.08203125,2
70366,15.181597661226988,8.55112075805664,27.4,112.08203125,2
70367,15.231597661972046,6.9980621337890625,23.5,112.08203125,2
70368,15.281597662717104,8.543252944946289,16.3,112.0859375,2
70369,15.331597663462162,5.99980354309082,48.3,112.0859375,2
70370,15.38159766420722,7.549762725830078,27.1,112.0859375,2
70371,15.431597664952278,7.518291473388672,28.3,112.0859375,2
70372,15.481597665697336,9.54437255859375,100.0,112.08984375,2
70373,15.531597666442394,9.534358978271484,21.7,112.08984375,2
70374,15.581597667187452,9.528398513793945,31.7,112.08984375,2
70375,15.63159766793251,9.543657302856445,11.8,112.08984375,2
70376,15.681597668677568,9.527206420898438,40.6,112.09765625,2
70377,15.731597669422626,7.510662078857422,16.7,112.09765625,2
70378,15.781597670167685,8.541345596313477,23.7,112.09765625,2
70379,15.831597670912743,9.566783905029297,25.7,112.09765625,2
70380,15.8815976716578,14.564037322998047,30.1,112.09765625,2
70381,15.931597672402859,11.070728302001953,27.3,112.09765625,2
70382,15.981597673147917,10.52713394165039,25.0,112.1015625,2
70383,16.031597673892975,10.073423385620117,17.6,112.1015625,2
70384,16.13159767538309,9.547233581542969,27.8,112.1015625,2
70385,16.13159767538309,7.519960403442383,29.6,112.1015625,2
70386,16.18159767612815,10.547161102294922,23.4,112.1015625,2
70387,16.231597676873207,14.091968536376953,26.3,112.1015625,2
70388,16.281597677618265,11.063814163208008,17.5,112.1015625,2
70389,16.331597678363323,9.541034698486328,18.6,112.1015625,2
70390,16.43159767985344,7.540225982666016,21.3,112.1015625,2
70391,16.43159767985344,9.42683219909668,20.8,112.1015625,2
70392,16.481597680598497,9.551048278808594,35.0,112.1015625,2
70393,16.531597681343555,9.092569351196289,34.1,112.1015625,2
70394,16.581597682088614,8.548736572265625,28.5,112.1015625,2
70395,16.63159768283367,9.548425674438477,27.3,112.10546875,2
70396,16.68159768357873,8.540868759155273,26.3,112.10546875,2
70397,16.731597684323788,9.543418884277344,35.0,112.10546875,2
70398,16.781597685068846,8.551359176635742,37.8,112.10546875,2
70399,16.831597685813904,9.551048278808594,28.6,112.11328125,2
70400,16.881597686558962,9.549856185913086,30.9,112.11328125,2
70401,16.93159768730402,8.535623550415039,27.3,112.11328125,2
70402,16.981597688049078,8.550405502319336,37.5,112.11328125,2
70403,17.031597688794136,9.422063827514648,29.4,112.11328125,2
70404,17.081597689539194,8.534669876098633,40.0,112.11328125,2
70405,17.131597690284252,11.52801513671875,28.7,112.11328125,2
70406,17.18159769102931,9.515523910522461,35.1,112.11328125,2
70407,17.23159769177437,9.551048278808594,30.0,112.11328125,2
70408,17.281597692519426,8.573770523071289,35.1,112.1171875,3
70409,17.331597693264484,9.130239486694336,30.0,112.1171875,3
70410,17.381597694009542,9.544610977172852,30.4,112.1171875,3
70411,17.4315976947546,10.544300079345703,32.9,112.12109375,3
70412,17.48159769549966,10.544776916503906,25.0,112.12109375,3
70413,17.531597696244717,8.523941040039062,25.3,112.12109375,3
70414,17.581597696989775,8.542537689208984,36.1,112.12109375,3
70415,17.631597697734833,10.536432266235352,23.1,112.125,3
70416,17.68159769847989,10.059356689453125,25.4,112.125,3
70417,17.73159769922495,8.552789688110352,28.6,112.125,3
70418,17.781597699970007,9.542465209960938,26.6,112.16015625,3
70419,17.831597700715065,9.549856185913086,42.5,112.1640625,3
70420,17.881597701460123,9.529352188110352,40.9,112.1796875,3
70421,17.93159770220518,9.566068649291992,39.8,112.18359375,3
70422,17.98159770295024,9.55510139465332,28.1,112.18359375,3
70423,18.031597703695297,10.540962219238281,53.1,112.19921875,3
70424,18.081597704440355,12.560129165649414,38.5,112.19921875,3
70425,18.131597705185413,8.511781692504883,29.4,112.21484375,3
70426,18.18159770593047,7.001161575317383,30.8,112.21484375,3
70427,18.23159770667553,8.385181427001953,32.3,112.21484375,3
70428,18.281597707420588,9.551525115966797,29.0,112.21484375,3
70429,18.331597708165646,10.552644729614258,34.4,112.21484375,3
70430,18.381597708910704,8.519411087036133,54.1,112.21484375,3
70431,18.43159770965576,9.244441986083984,34.1,112.2265625,3
70432,18.48159771040082,11.568546295166016,36.6,112.2265625,3
70433,18.531597711145878,8.037567138671875,32.6,112.2265625,2
70434,18.581597711890936,11.546611785888672,34.5,112.2265625,2
70435,18.631597712635994,11.551856994628906,38.9,112.2265625,3
70436,18.681597713381052,11.10386848449707,31.2,112.2265625,2
70437,18.73159771412611,11.544466018676758,25.4,112.2265625,2
70438,18.781597714871168,11.543035507202148,27.6,112.2265625,2
70439,18.831597715616226,11.548757553100586,18.5,112.2265625,3
70440,18.881597716361284,11.542558670043945,23.2,112.2265625,2
70441,18.931597717106342,12.544631958007812,20.5,112.2265625,2
70442,18.9815977178514,11.574029922485352,17.6,112.2265625,2
70443,19.03159771859646,10.55145263671875,20.6,112.23046875,2
70444,19.081597719341516,9.54890251159668,21.3,112.23046875,3
70445,19.131597720086575,8.55255126953125,26.7,112.23046875,2
70446,19.181597720831633,11.044740676879883,33.6,112.23046875,3
70447,19.23159772157669,9.536504745483398,33.3,112.23046875,3
70448,19.28159772232175,8.014440536499023,28.8,112.23046875,2
70449,19.331597723066807,8.551836013793945,35.5,112.23046875,2
70450,19.381597723811865,8.54945182800293,26.0,112.234375,3
70451,19.431597724556923,7.01594352722168,28.9,112.234375,3
70452,19.48159772530198,6.997585296630859,21.4,112.2421875,3
70453,19.53159772604704,8.554220199584961,28.2,112.2421875,3
70454,19.581597726792097,8.550405502319336,36.4,112.2421875,3
70455,19.631597727537155,8.54349136352539,50.0,112.2421875,3
70456,19.681597728282213,7.523059844970703,42.4,112.24609375,2
70457,19.73159772902727,5.515098571777344,36.4,112.24609375,3
70458,19.78159772977233,7.522821426391602,21.1,112.24609375,3
70459,19.831597730517387,8.516073226928711,20.0,112.25390625,2
70460,19.881597731262445,5.994319915771484,22.9,112.25390625,3
70461,19.931597732007504,5.994558334350586,23.8,112.25390625,2
70462,19.98159773275256,9.513378143310547,20.1,112.25390625,2
70463,20.03159773349762,8.216619491577148,50.0,112.25390625,3
70464,20.081597734242678,9.52911376953125,35.3,112.25390625,2
70465,20.131597734987736,9.522199630737305,39.3,112.25390625,2
70466,20.181597735732794,7.5244903564453125,32.1,112.25390625,2
70467,20.231597736477852,7.520198822021484,11.1,112.25390625,2
70468,20.28159773722291,6.526708602905273,50.0,112.25390625,2
70469,20.331597737967968,9.52911376953125,27.4,112.25390625,2
70470,20.381597738713026,8.547306060791016,25.4,112.25390625,2
70471,20.431597739458084,9.554386138916016,27.4,112.25390625,2
70472,20.481597740203142,7.517814636230469,32.0,112.25390625,2
70473,20.5315977409482,9.543895721435547,34.4,112.25390625,2
70474,20.58159774169326,8.527755737304688,25.8,112.25390625,2
70475,20.631597742438316,8.077383041381836,30.6,112.25390625,2
70476,20.681597743183374,8.532524108886719,21.3,112.25390625,2
70477,20.731597743928432,11.529684066772461,27.4,112.2578125,2
70478,20.78159774467349,11.066198348999023,43.3,112.2578125,2
70479,20.83159774541855,9.552955627441406,50.0,112.2578125,2
70480,20.881597746163607,11.055469512939453,38.0,112.2578125,2
70481,20.981597747653723,9.543180465698242,25.9,112.2578125,3
70482,20.981597747653723,8.5296630859375,29.5,112.2578125,2
70483,21.03159774839878,11.055946350097656,27.8,112.2578125,2
70484,21.131597749888897,10.553359985351562,24.3,112.2578125,2
70485,21.131597749888897,12.547731399536133,30.1,112.2578125,2
70486,21.181597750633955,17.110586166381836,18.5,112.2578125,2
70487,21.231597751379013,16.10255241394043,18.2,112.2578125,2
70488,21.28159775212407,11.553049087524414,19.1,112.2578125,2
70489,21.33159775286913,11.083364486694336,22.5,112.2578125,2
70490,21.381597753614187,10.547637939453125,18.8,112.2578125,2
70491,21.431597754359245,7.535457611083984,51.4,112.71484375,2
70492,21.481597755104303,6.53386116027832,16.0,112.71484375,2
70493,21.53159775584936,8.517980575561523,11.0,112.71484375,2
70494,21.58159775659442,6.516218185424805,32.1,112.71484375,2
70495,21.631597757339478,7.524728775024414,38.2,112.71484375,2
70496,21.681597758084536,8.523702621459961,23.2,112.71484375,2
70497,21.731597758829594,7.523775100708008,50.0,112.71484375,2
70498,21.78159775957465,7.530450820922852,32.9,112.72265625,2
70499,21.83159776031971,6.143331527709961,23.5,112.72265625,3
70500,21.881597761064768,6.035327911376953,38.6,112.72265625,3
70501,21.931597761809826,5.998134613037109,31.8,112.72265625,3
70502,21.981597762554884,6.52766227722168,62.8,112.72265625,3
70503,22.031597763299942,5.9967041015625,51.9,112.72265625,3
70504,22.081597764045,8.527755737304688,28.6,112.72265625,2
70505,22.131597764790058,6.531476974487305,47.7,112.72265625,2
70506,22.181597765535116,10.52236557006836,57.1,112.72265625,2
70507,22.231597766280174,9.140491485595703,69.2,112.7265625,2
70508,22.281597767025232,9.533405303955078,48.8,112.7265625,2
70509,22.33159776777029,10.520696640014648,33.0,112.7265625,3
70510,22.38159776851535,6.51097297668457,9.5,112.7265625,2
70511,22.431597769260406,9.104251861572266,27.9,112.7265625,2
70512,22.481597770005465,8.544445037841797,39.0,112.73046875,3
70513,22.531597770750523,8.552789688110352,37.2,112.73046875,2
70514,22.58159777149558,10.553359985351562,38.5,112.73046875,2
70515,22.63159777224064,14.089584350585938,28.4,112.73046875,2
70516,22.681597772985697,9.550094604492188,32.5,112.73046875,2
70517,22.731597773730755,9.547233581542969,44.4,112.73046875,2
70518,22.781597774475813,10.113239288330078,29.4,112.73046875,2
70519,22.83159777522087,9.551525115966797,44.2,112.73046875,2
70520,22.88159777596593,9.546756744384766,36.3,112.73046875,2
70521,22.931597776710987,11.098384857177734,34.5,112.73046875,2
70522,22.981597777456045,7.007122039794922,20.5,112.73046875,1
70523,23.08159777894616,12.542724609375,19.4,112.73046875,1
70524,23.08159777894616,10.543346405029297,28.0,112.73046875,1
70525,23.13159777969122,10.551214218139648,8.2,112.73046875,1
70526,23.181597780436277,8.525371551513672,23.0,112.73046875,1
70527,23.231597781181335,9.570121765136719,48.6,112.73046875,2
70528,23.281597781926394,8.524179458618164,27.7,112.73046875,2
70529,23.33159778267145,8.533239364624023,36.8,112.73046875,2
70530,23.38159778341651,9.526968002319336,45.5,112.73046875,1
70531,23.431597784161568,8.55875015258789,34.8,112.73046875,2
70532,23.481597784906626,9.532690048217773,44.9,112.73046875,2
70533,23.531597785651684,8.528947830200195,37.9,112.73046875,2
70534,23.581597786396742,7.559537887573242,10.5,112.73046875,2
70535,23.6315977871418,9.552001953125,38.2,112.73046875,2
70536,23.681597787886858,8.55112075805664,29.9,112.734375,2
70537,23.731597788631916,7.51805305480957,22.5,112.734375,2
70538,23.781597789376974,8.534431457519531,39.1,112.734375,2
70539,23.831597790122032,8.998870849609375,54.5,112.734375,1
70540,23.88159779086709,8.003950119018555,39.8,112.734375,2
70541,23.93159779161215,6.999492645263672,12.5,112.734375,1
70542,23.981597792357206,7.518291473388672,38.4,112.734375,1
70543,24.031597793102264,8.997678756713867,47.6,112.734375,1
70544,24.081597793847322,8.532524108886719,34.2,112.734375,1
70545,24.13159779459238,9.535074234008789,36.3,112.734375,1
70546,24.18159779533744,9.520769119262695,59.3,112.734375,1
70547,24.231597796082497,7.51495361328125,52.9,112.73828125,1
70548,24.281597796827555,8.52346420288086,38.2,112.73828125,1
70549,24.331597797572613,8.579492568969727,34.4,112.73828125,1
70550,24.38159779831767,9.519100189208984,21.7,112.73828125,1
70551,24.43159779906273,9.51528549194336,19.4,112.73828125,1
70552,24.481597799807787,9.529352188110352,5.0,112.73828125,1
70553,24.531597800552845,9.81283187866211,21.1,112.73828125,1
70554,24.581597801297903,8.521318435668945,45.5,112.73828125,1
70555,24.63159780204296,8.521318435668945,62.2,112.73828125,1
70556,24.68159780278802,8.559703826904297,20.4,112.73828125,1
70557,24.731597803533077,9.533882141113281,41.2,112.73828125,1
70558,24.781597804278135,8.546113967895508,33.3,112.73828125,1
70559,24.831597805023193,9.5367431640625,27.8,112.73828125,1
70560,24.88159780576825,9.559869766235352,44.2,112.73828125,1
70561,24.93159780651331,9.52601432800293,30.3,112.7421875,1
70562,24.981597807258368,9.517192840576172,27.5,112.7421875,1
70563,25.031597808003426,10.097742080688477,37.4,112.7421875,1
70564,25.081597808748484,10.52403450012207,30.4,112.7421875,1
70565,25.13159780949354,10.556459426879883,38.3,112.7421875,1
70566,25.1815978102386,11.096954345703125,28.0,112.7421875,1
70567,25.231597810983658,11.070728302001953,31.6,112.7421875,1
70568,25.331597812473774,10.573148727416992,24.5,112.7421875,1
70569,25.331597812473774,7.550954818725586,16.0,112.7421875,1
70570,25.381597813218832,9.071826934814453,23.5,112.7421875,1
70571,25.43159781396389,10.552644729614258,22.9,112.7421875,1
70572,25.481597814708948,10.541439056396484,25.4,112.7421875,1
70573,25.531597815454006,8.5601806640625,32.8,112.7421875,1
70574,25.631597816944122,9.549140930175781,32.8,112.7421875,1
70575,25.631597816944122,9.527921676635742,15.6,112.7421875,1
70576,25.73159781843424,10.55002212524414,22.2,112.7421875,1
70577,25.73159781843424,11.544942855834961,31.0,112.7421875,1
70578,25.831597819924355,9.538650512695312,15.4,112.7421875,1
70579,25.831597819924355,9.54294204711914,28.3,112.7421875,2
70580,25.881597820669413,9.509563446044922,50.0,112.7421875,2
70581,25.93159782141447,10.110855102539062,25.0,112.7421875,1
70582,25.98159782215953,9.543180465698242,24.1,112.74609375,1
70583,26.031597822904587,9.540081024169922,30.0,112.80859375,1
70584,26.081597823649645,6.524562835693359,32.6,112.80859375,1
70585,26.131597824394703,8.057832717895508,41.7,112.80859375,1
70586,26.18159782513976,9.543895721435547,45.2,112.80859375,1
70587,26.23159782588482,7.53331184387207,28.6,112.80859375,1
70588,26.281597826629877,7.525444030761719,19.0,112.80859375,1
70589,26.331597827374935,7.53331184387207,51.6,112.80859375,1
70590,26.381597828119993,7.330417633056641,32.5,112.80859375,1
70591,26.43159782886505,8.50987434387207,29.1,112.80859375,1
70592,26.48159782961011,9.061336517333984,12.0,112.80859375,1
70593,26.531597830355167,9.542226791381836,45.7,112.8125,1
70594,26.581597831100225,9.525775909423828,28.9,112.8125,1
70595,26.631597831845284,9.526729583740234,31.4,112.8125,1
70596,26.68159783259034,9.853601455688477,28.9,112.8125,1
70597,26.7315978333354,9.543180465698242,34.6,112.8125,1
70598,26.781597834080458,8.53872299194336,29.2,112.8125,1
70599,26.831597834825516,9.533882141113281,31.6,112.8125,1
70600,26.881597835570574,9.539604187011719,26.8,112.8125,1
70601,26.931597836315632,8.539438247680664,32.8,112.8125,1
70602,26.98159783706069,7.5321197509765625,29.6,112.8125,1
70603,27.031597837805748,8.522272109985352,32.0,112.8125,1
70604,27.081597838550806,11.549711227416992,34.0,112.8125,1
70605,27.131597839295864,10.558128356933594,50.0,112.8125,1
70606,27.181597840040922,10.04481315612793,36.8,112.8125,1
70607,27.28159784153104,7.526397705078125,38.1,112.8125,1
70608,27.28159784153104,9.030342102050781,52.9,112.8125,1
70609,27.331597842276096,9.521722793579102,29.2,112.8125,1
70610,27.381597843021154,10.539770126342773,48.3,112.8125,1
70611,27.431597843766212,9.534358978271484,41.6,112.8125,1
70612,27.48159784451127,7.552146911621094,30.0,112.8125,1
70613,27.53159784525633,9.847402572631836,59.3,112.8125,1
70614,27.581597846001387,10.538578033447266,31.2,112.8125,1
70615,27.631597846746445,7.539987564086914,28.4,112.8125,1
70616,27.681597847491503,10.540008544921875,47.4,112.8125,1
70617,27.73159784823656,7.545709609985352,34.0,112.81640625,1
70618,27.78159784898162,9.537220001220703,24.3,112.81640625,1
70619,27.831597849726677,14.529705047607422,21.8,112.81640625,1
70620,27.881597850471735,8.533239364624023,22.5,112.81640625,1
70621,27.931597851216793,8.483648300170898,22.5,112.81640625,1
70622,27.98159785196185,7.015228271484375,33.3,112.81640625,1
70623,28.03159785270691,10.548591613769531,27.7,112.81640625,1
70624,28.081597853451967,8.517026901245117,34.3,112.81640625,1
70625,28.131597854197025,9.54294204711914,23.8,112.81640625,1
70626,28.181597854942083,8.082389831542969,32.9,112.81640625,1
70627,28.23159785568714,9.516716003417969,27.3,112.81640625,1
70628,28.2815978564322,10.050058364868164,17.9,112.81640625,1
70629,28.331597857177258,10.035514831542969,30.5,112.81640625,1
70630,28.381597857922316,9.520769119262695,47.1,112.81640625,1
70631,28.431597858667374,9.543895721435547,100.0,112.81640625,1
70632,28.48159785941243,9.282827377319336,46.3,112.81640625,1
70633,28.53159786015749,9.536027908325195,36.4,112.81640625,1
70634,28.581597860902548,9.542465209960938,50.0,112.81640625,1
70635,28.631597861647606,8.528470993041992,40.5,112.81640625,1
70636,28.681597862392664,8.05044174194336,18.2,112.81640625,1
70637,28.731597863137722,9.546518325805664,31.9,112.81640625,1
70638,28.78159786388278,9.551763534545898,22.8,112.81640625,1
70639,28.831597864627838,9.540557861328125,34.3,112.81640625,1
