timestamp,motion_energy,num_detections
3.3835525065660477,0.0,0
3.483552508056164,38075.0,14
3.533552508801222,0.0,0
3.58355250954628,3896.0,0
3.633552510291338,317.0,0
3.683552511036396,316.0,0
3.733552511781454,167.0,0
3.783552512526512,153.0,0
3.83355251327157,143.0,0
3.8835525140166283,192.0,0
3.9335525147616863,142.0,0
3.9835525155067444,519.0,0
4.0335525162518024,29785.0,13
4.0835525169968605,23999.0,7
4.133552517741919,26124.0,9
4.183552518486977,27763.0,11
4.233552519232035,29238.0,14
4.283552519977093,30114.0,13
4.333552520722151,30631.0,13
4.383552521467209,30961.0,12
4.433552522212267,30829.0,12
4.483552522957325,30987.0,10
4.533552523702383,30036.0,11
4.583552524447441,28699.0,10
4.633552525192499,28661.0,9
4.683552525937557,30133.0,13
4.733552526682615,29627.0,10
4.783552527427673,30236.0,9
4.833552528172731,27747.0,6
4.8835525289177895,26508.0,6
4.9335525296628475,25298.0,3
4.983552530407906,24192.0,4
5.033552531152964,24580.0,4
5.083552531898022,22700.0,5
5.13355253264308,23134.0,5
5.183552533388138,24779.0,5
5.233552534133196,27273.0,6
5.283552534878254,29746.0,6
5.333552535623312,31140.0,9
5.38355253636837,31587.0,7
5.433552537113428,28830.0,9
5.483552537858486,26740.0,8
5.533552538603544,25226.0,9
5.583552539348602,25229.0,8
5.63355254009366,25136.0,7
5.683552540838718,23087.0,8
5.7335525415837765,20637.0,5
5.7835525423288345,19506.0,5
5.833552543073893,19276.0,3
5.883552543818951,19223.0,5
5.933552544564009,17945.0,5
5.983552545309067,14558.0,5
6.033552546054125,13830.0,2
6.083552546799183,0.0,0
6.133552547544241,23334.0,6
6.183552548289299,15875.0,6
6.233552549034357,17013.0,7
6.283552549779415,17458.0,6
6.333552550524473,17812.0,7
6.383552551269531,19199.0,6
6.433552552014589,20533.0,5
6.483552552759647,21014.0,3
6.533552553504705,21979.0,3
6.5835525542497635,16519.0,5
6.6335525549948215,13605.0,3
6.68355255573988,12951.0,3
6.733552556484938,13427.0,3
6.783552557229996,14278.0,2
6.833552557975054,14641.0,3
6.883552558720112,15603.0,3
6.93355255946517,16292.0,5
6.983552560210228,16887.0,5
7.033552560955286,18053.0,5
7.083552561700344,19119.0,5
7.133552562445402,0.0,0
7.18355256319046,34713.0,8
7.233552563935518,21880.0,9
7.283552564680576,23118.0,8
7.333552565425634,24230.0,6
7.383552566170692,25898.0,7
7.4335525669157505,27506.0,9
7.483552567660809,26655.0,9
7.533552568405867,23985.0,9
7.583552569150925,23550.0,8
7.633552569895983,23523.0,9
7.683552570641041,24287.0,8
7.733552571386099,24966.0,8
7.783552572131157,22971.0,6
7.833552572876215,20386.0,5
7.883552573621273,19407.0,4
7.933552574366331,18848.0,3
7.983552575111389,16567.0,2
8.033552575856447,14208.0,1
8.083552576601505,10546.0,1
8.133552577346563,6531.0,1
8.183552578091621,11888.0,3
8.23355257883668,0.0,0
8.283552579581738,17889.0,8
8.333552580326796,0.0,0
8.383552581071854,20778.0,7
8.433552581816912,14628.0,5
8.48355258256197,15645.0,4
8.533552583307028,16808.0,3
8.583552584052086,18195.0,5
8.633552584797144,19209.0,4
8.683552585542202,20167.0,4
8.73355258628726,21468.0,4
8.783552587032318,21376.0,3
8.833552587777376,17380.0,6
8.883552588522434,13567.0,3
8.933552589267492,13895.0,3
8.98355259001255,14815.0,5
9.033552590757608,15063.0,5
9.083552591502666,15816.0,4
9.133552592247725,16647.0,3
9.183552592992783,18046.0,5
9.23355259373784,19143.0,6
9.283552594482899,19428.0,6
9.333552595227957,20014.0,5
9.383552595973015,21029.0,7
9.433552596718073,22309.0,10
9.483552597463131,23540.0,11
9.533552598208189,24558.0,9
9.583552598953247,25384.0,12
9.633552599698305,23897.0,12
9.683552600443363,23023.0,11
9.733552601188421,23040.0,11
9.78355260193348,23416.0,9
9.833552602678537,24106.0,5
9.883552603423595,22667.0,5
9.933552604168653,19825.0,5
10.083552606403828,29414.0,11
10.083552606403828,17555.0,6
10.133552607148886,15824.0,5
10.183552607893944,0.0,0
10.233552608639002,12872.0,2
10.28355260938406,12035.0,2
10.333552610129118,22060.0,8
10.383552610874176,7742.0,3
10.433552611619234,20180.0,7
10.483552612364292,17601.0,6
10.53355261310935,19071.0,8
10.583552613854408,19350.0,7
10.633552614599466,19314.0,6
10.683552615344524,20397.0,8
10.733552616089582,22516.0,6
10.78355261683464,24390.0,7
10.833552617579699,26475.0,7
10.883552618324757,27348.0,7
10.933552619069815,25634.0,8
10.983552619814873,24060.0,6
11.03355262055993,25286.0,6
11.083552621304989,27301.0,7
11.133552622050047,29260.0,9
11.183552622795105,31605.0,8
11.233552623540163,32807.0,10
11.283552624285221,31782.0,13
11.33355262503028,30209.0,11
11.383552625775337,29693.0,11
11.433552626520395,30874.0,10
11.483552627265453,31627.0,12
11.533552628010511,31488.0,12
11.58355262875557,32196.0,13
11.633552629500628,33529.0,10
11.683552630245686,35164.0,14
11.733552630990744,34650.0,16
11.783552631735802,34284.0,17
11.83355263248086,34285.0,16
11.883552633225918,34091.0,18
11.933552633970976,33513.0,13
11.983552634716034,32446.0,11
12.033552635461092,31302.0,11
12.08355263620615,28828.0,8
12.133552636951208,28502.0,8
12.183552637696266,28634.0,12
12.233552638441324,28651.0,11
12.283552639186382,26718.0,8
12.33355263993144,25829.0,9
12.383552640676498,0.0,0
12.433552641421556,30363.0,11
12.483552642166615,37000.0,13
12.533552642911673,28084.0,13
12.58355264365673,28263.0,13
12.633552644401789,28243.0,15
12.683552645146847,29331.0,16
12.733552645891905,29642.0,15
12.783552646636963,30950.0,14
12.833552647382021,32309.0,17
12.883552648127079,33368.0,14
12.933552648872137,35764.0,11
12.983552649617195,37686.0,15
13.033552650362253,35980.0,15
13.083552651107311,32876.0,12
13.13355265185237,31430.0,11
13.183552652597427,31092.0,9
13.233552653342485,31250.0,9
13.283552654087543,31175.0,10
13.333552654832602,31949.0,10
13.38355265557766,32018.0,14
13.433552656322718,32848.0,17
13.483552657067776,33900.0,13
13.533552657812834,34735.0,14
13.583552658557892,35890.0,17
13.63355265930295,37081.0,19
13.683552660048008,38647.0,21
13.733552660793066,39952.0,18
13.783552661538124,40860.0,16
13.833552662283182,39786.0,19
13.88355266302824,37529.0,17
13.933552663773298,36639.0,16
13.983552664518356,36699.0,20
14.033552665263414,36952.0,18
14.083552666008472,36193.0,15
14.13355266675353,35704.0,14
14.183552667498589,32892.0,10
14.233552668243647,31986.0,10
14.283552668988705,0.0,0
14.333552669733763,31609.0,8
14.38355267047882,44786.0,15
14.433552671223879,26866.0,4
14.483552671968937,26550.0,8
14.533552672713995,27044.0,11
14.583552673459053,27818.0,11
14.633552674204111,28306.0,10
14.68355267494917,28656.0,15
14.733552675694227,29156.0,12
14.783552676439285,29611.0,11
14.833552677184343,29961.0,9
14.883552677929401,29938.0,10
14.93355267867446,31265.0,8
14.983552679419518,32855.0,10
15.033552680164576,33851.0,12
15.083552680909634,29737.0,9
15.133552681654692,23112.0,8
15.18355268239975,20708.0,6
15.233552683144808,20292.0,5
15.283552683889866,20200.0,7
15.333552684634924,20384.0,7
15.383552685379982,19132.0,8
15.43355268612504,17967.0,4
15.483552686870098,17199.0,5
15.533552687615156,17829.0,6
15.583552688360214,19090.0,6
15.633552689105272,20436.0,6
15.68355268985033,22069.0,8
15.733552690595388,23545.0,8
15.783552691340446,23574.0,6
15.833552692085505,24017.0,6
15.883552692830563,24914.0,6
15.93355269357562,24941.0,7
15.983552694320679,22956.0,9
16.033552695065737,21962.0,8
16.083552695810795,22218.0,5
16.133552696555853,23055.0,6
16.18355269730091,23164.0,3
16.23355269804597,21490.0,3
16.283552698791027,18779.0,3
16.333552699536085,17186.0,3
16.383552700281143,16977.0,1
16.4335527010262,16072.0,2
16.48355270177126,13771.0,2
16.533552702516317,10291.0,2
16.583552703261375,0.0,0
16.633552704006433,9275.0,1
16.68355270475149,17987.0,6
16.73355270549655,47.0,0
16.783552706241608,19816.0,8
16.833552706986666,13896.0,6
16.883552707731724,14564.0,4
16.933552708476782,15668.0,6
16.98355270922184,16584.0,5
17.033552709966898,18259.0,4
17.083552710711956,19461.0,3
17.133552711457014,19885.0,2
17.183552712202072,20639.0,2
17.23355271294713,22405.0,2
17.28355271369219,22738.0,3
17.333552714437246,19002.0,4
17.383552715182304,15104.0,2
17.433552715927362,15352.0,2
17.48355271667242,16172.0,3
17.53355271741748,16937.0,4
17.583552718162537,17989.0,3
17.633552718907595,18985.0,4
17.683552719652653,20367.0,6
17.73355272039771,21401.0,6
17.78355272114277,21800.0,8
17.833552721887827,23081.0,8
17.883552722632885,24798.0,10
17.933552723377943,26467.0,10
17.983552724123,28009.0,8
18.03355272486806,27962.0,10
18.083552725613117,25315.0,10
18.133552726358175,24742.0,11
18.183552727103233,24158.0,7
18.23355272784829,24820.0,8
18.28355272859335,25458.0,8
18.333552729338408,23703.0,7
18.383552730083466,21579.0,7
18.433552730828524,18751.0,5
18.48355273157358,17548.0,4
18.53355273231864,17703.0,4
18.583552733063698,16815.0,4
18.633552733808756,14051.0,2
18.683552734553814,13173.0,2
18.733552735298872,13552.0,3
18.78355273604393,14746.0,3
18.833552736788988,15662.0,5
18.883552737534046,16813.0,5
18.933552738279104,17869.0,6
18.983552739024162,18751.0,5
19.03355273976922,18849.0,8
19.08355274051428,18220.0,3
19.133552741259336,18514.0,2
19.183552742004395,19670.0,3
19.233552742749453,20888.0,6
19.28355274349451,22537.0,4
19.33355274423957,24199.0,5
19.383552744984627,23478.0,5
19.433552745729685,21493.0,4
19.483552746474743,19266.0,5
19.5335527472198,19946.0,6
19.58355274796486,21203.0,7
19.633552748709917,22241.0,7
19.683552749454975,22852.0,6
19.733552750200033,23539.0,6
19.78355275094509,24611.0,8
19.83355275169015,26200.0,6
19.883552752435207,26758.0,8
19.933552753180265,27975.0,14
19.983552753925323,29691.0,13
20.03355275467038,30558.0,16
20.08355275541544,30998.0,12
20.133552756160498,31908.0,12
20.183552756905556,30466.0,14
20.233552757650614,29480.0,12
20.283552758395672,29181.0,12
20.33355275914073,28753.0,12
20.383552759885788,28730.0,10
20.433552760630846,27477.0,11
20.483552761375904,26108.0,9
20.533552762120962,23726.0,7
20.58355276286602,22543.0,4
20.63355276361108,22522.0,5
20.683552764356136,22580.0,3
20.733552765101194,20707.0,5
20.783552765846252,18543.0,3
20.83355276659131,18134.0,4
20.88355276733637,0.0,0
20.933552768081427,27658.0,9
20.983552768826485,17789.0,5
21.033552769571543,17350.0,6
21.0835527703166,17624.0,7
21.13355277106166,17599.0,8
21.183552771806717,17909.0,6
21.233552772551775,18431.0,5
21.283552773296833,19775.0,6
21.33355277404189,21042.0,5
21.38355277478695,22837.0,7
21.433552775532007,24021.0,9
21.483552776277065,26052.0,8
21.533552777022123,23520.0,8
21.58355277776718,20381.0,11
21.63355277851224,19388.0,9
21.683552779257298,17997.0,7
21.733552780002356,18051.0,8
21.783552780747414,18122.0,7
21.83355278149247,18355.0,5
21.88355278223753,18420.0,9
21.933552782982588,18734.0,6
21.983552783727646,19586.0,7
22.033552784472704,20606.0,7
22.083552785217762,22363.0,8
22.13355278596282,24405.0,11
22.183552786707878,25979.0,11
22.233552787452936,27642.0,10
22.283552788197994,26744.0,12
22.333552788943052,24372.0,10
22.38355278968811,23800.0,10
